,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
493,0,2008-11-26 02:05:49,2009-01-07 00:00:00,,0,133,"<p>Part II of Jake's <em>A House on Stilts</em> trilogy: ""The difficult album recorded just after returning to Oregon. Some moments of transcendental pop beauty, some moments of my heart falling out through my feet and clattering. Like throwing a handful of seeds onto your garden, but you're not sure if the seeds are geraniums or cockleburrs."" (-via <a href=""http://www.tapemountain.com/cv.html"" target=""_blank"">Jake's Celesteville</a> page)</p>",2680,,[],Lingua Ignota,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:29,2001-01-01 00:00:00,243,0,Rock,[27],"[27, 12]",,489,en,Attribution-NonCommercial-ShareAlike 3.0 International,85,,6,,[],In the Sky
495,0,2008-11-26 02:05:59,2002-01-01 00:00:00,,0,135,"<p>Live and uneasy on stages in Portland, Seattle, and Bellingham, earlier in 2002.</p>
<p>Seven songs: one live at KPSU with Sean <a href=""http://www.minmae.com/"">(Minmae)</a> and Grace <a href=""http://www.roseforbohdan.tk/"">(Rose for Bohdan)</a>, four more in the Kelly Haus basement with Sean, and two live in the great state of Washington with Rob and Mark from Hale Zukas. (-via <a href=""http://www.tapemountain.com/vastandsad.html"" target=""_blank"">Jake's Tape Mountain</a> site)</p>",1775,,[],Vast and Sad,7,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:33,2008-11-26 00:00:00,899,0,Rock,"[25, 27]","[25, 27, 12]",,1743,en,Attribution-NonCommercial-ShareAlike 3.0 International,922,,6,,[],"Waterfall (Emerald City Coffee, Seattle)"
496,0,2008-11-26 02:06:07,,,0,137,,191,,[],Spirit Duplicator,8,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:39,,173,0,Rock,"[27, 66]","[66, 27, 12]",,235,en,Attribution-NonCommercial-ShareAlike 3.0 International,23,,6,,[],Winged Ear
497,0,2008-11-26 02:06:03,2009-01-07 00:00:00,,0,136,"<p>Ancient and musty sounds from Jake's days in grad school in California, this is easily the darkest record on Tape Mountain.</p>",349,,[],Kohoutek,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,128000,0,,2008-11-26 02:02:40,,59,0,Rock,"[27, 66]","[66, 27, 12]",,254,en,Attribution-NonCommercial-ShareAlike 3.0 International,27,,7,,[],Appear To Be
498,0,2008-11-26 02:05:58,2009-01-07 00:00:00,,0,134,<p>One half of what was to be the album <em>Spirit Duplicator</em>.</p>,907,,[],Birdlike Movements,9,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:41,,75,0,Rock,"[27, 66]","[66, 27, 12]",,943,en,Attribution-NonCommercial-ShareAlike 3.0 International,57,,7,,[],Birdlike Movements
500,0,2008-11-26 02:06:07,,,0,137,,191,,[],Spirit Duplicator,8,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:45,,127,0,Rock,"[27, 66]","[66, 27, 12]",,188,en,Attribution-NonCommercial-ShareAlike 3.0 International,22,,7,,[],"Longview, WA"
501,0,2008-11-26 02:05:49,2009-01-07 00:00:00,,0,133,"<p>Part II of Jake's <em>A House on Stilts</em> trilogy: ""The difficult album recorded just after returning to Oregon. Some moments of transcendental pop beauty, some moments of my heart falling out through my feet and clattering. Like throwing a handful of seeds onto your garden, but you're not sure if the seeds are geraniums or cockleburrs."" (-via <a href=""http://www.tapemountain.com/cv.html"" target=""_blank"">Jake's Celesteville</a> page)</p>",2680,,[],Lingua Ignota,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:46,2001-01-01 00:00:00,326,0,Rock,[27],"[27, 12]",,328,en,Attribution-NonCommercial-ShareAlike 3.0 International,39,,7,,[],Utmost House
502,0,2008-11-26 02:05:59,2002-01-01 00:00:00,,0,135,"<p>Live and uneasy on stages in Portland, Seattle, and Bellingham, earlier in 2002.</p>
<p>Seven songs: one live at KPSU with Sean <a href=""http://www.minmae.com/"">(Minmae)</a> and Grace <a href=""http://www.roseforbohdan.tk/"">(Rose for Bohdan)</a>, four more in the Kelly Haus basement with Sean, and two live in the great state of Washington with Rob and Mark from Hale Zukas. (-via <a href=""http://www.tapemountain.com/vastandsad.html"" target=""_blank"">Jake's Tape Mountain</a> site)</p>",1775,,[],Vast and Sad,7,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:50,2008-11-26 00:00:00,780,0,Rock,"[25, 27]","[25, 27, 12]",,740,en,Attribution-NonCommercial-ShareAlike 3.0 International,175,,7,,[],"Vast and Sad (Showoff Gallery, Bellingham)"
503,0,2008-11-26 02:06:07,,,0,137,,191,,[],Spirit Duplicator,8,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:02:56,,296,1,Rock,"[27, 66]","[66, 27, 12]",,387,en,Attribution-NonCommercial-ShareAlike 3.0 International,25,,8,,[],Carted Off
504,0,2008-11-26 02:06:03,2009-01-07 00:00:00,,0,136,"<p>Ancient and musty sounds from Jake's days in grad school in California, this is easily the darkest record on Tape Mountain.</p>",349,,[],Kohoutek,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,128000,0,,2008-11-26 02:02:58,,242,0,Rock,"[27, 66]","[66, 27, 12]",,236,en,Attribution-NonCommercial-ShareAlike 3.0 International,29,,8,,[],Cry
506,0,2008-11-26 02:05:49,2009-01-07 00:00:00,,0,133,"<p>Part II of Jake's <em>A House on Stilts</em> trilogy: ""The difficult album recorded just after returning to Oregon. Some moments of transcendental pop beauty, some moments of my heart falling out through my feet and clattering. Like throwing a handful of seeds onto your garden, but you're not sure if the seeds are geraniums or cockleburrs."" (-via <a href=""http://www.tapemountain.com/cv.html"" target=""_blank"">Jake's Celesteville</a> page)</p>",2680,,[],Lingua Ignota,12,Album,,,Tape Mountain,"<p>Head of the DIY Tape Mountain CD-R label, the only constant member of Celesteville, and contributor to about 20 other music projects in and around Portland, Jake Anderson is an inspiringly ambitious fellow. He has been recording and releasing his own music since the sixth-grade, and clearly still loves his 4-track.</p>
<p><a href=""http://tapemountain.com/cv.html"" target=""_blank""><strong>Celesteville</strong></a> is Jake&rsquo;s ultra lo-fi solo project as of late. According to him, Celesteville has elements of &ldquo;indie-pop, ethnoforgery-folk, skronk-noise, delay-pedal-workout-drone, universal-rock, language-master-abuse, suburban-garage-punk, four-track-manipulation, etc.&rdquo; (-via Tommy E, at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,2008-11-26 02:03:27,4,98,45.5234515,"Portland, OR",-122.6762071,,Celesteville,"Gang Wizard, the Minor Thirds, Yuma Nora, Minmae, Bronwyn, the Taken Girls, Yak Ampersand, Yak Brigade",['celesteville'],http://www.tapemountain.com,,training,large,160000,0,,2008-11-26 02:03:01,2001-01-01 00:00:00,220,0,Rock,[27],"[27, 12]",,258,en,Attribution-NonCommercial-ShareAlike 3.0 International,42,,8,,[],Moths!!!
